subject,site,condition_type,dark,stimulus,duration,eda_tonic_mean,eda_tonic_std,eda_tonic_max,eda_tonic_min,eda_tonic_median,eda_phasic_mean,eda_phasic_std,eda_phasic_max,eda_phasic_min,eda_phasic_median,eda_phasic_auc,eda_scr,scr_peaks_rate,scr_recovery_rate,aware,bothered,granted,ddp_familiar,ddp_bothered,was_fixated,fixated_ratio,age,is_male,eng_speaking_freq,eng_understanding_freq,eng_proficiency,dark_first,hotel_first
11,hotels,fair_geolocation,0,geolocation,15.0000,127.7401,3.4152,131.7825,123.0243,128.2890,-0.0288,4.1509,7.9428,-7.7689,1.8518,1.8213,1,0.2000,0.2000,0,15.67,0,1.0000,100.0000,0,0.0000,33,0,1,3,3,0,1
11,hotels,fair_notification,0,notification,6.5250,136.2488,1.0633,138.3728,135.0993,135.9596,-2.4553,3.8931,4.5041,-8.4885,-4.1454,0.8087,1,0.1533,0.1533,0,29.17,0,1.0000,98.2700,1,0.4332,33,0,1,3,3,0,1
11,hotels,fair_travelProtection,0,travelProtection,4.0869,168.1532,1.0100,169.3486,165.9104,168.4234,4.4161,3.2510,7.5539,-2.3205,5.9815,4.6773,0,0.2447,0.2447,0,21.3,0,1.0000,100.0000,1,0.6790,33,0,1,3,3,0,1
11,hotels,fair_newsletter,0,newsletter,5.0380,166.8319,0.1821,167.2344,166.6290,166.7895,0.9753,3.0969,5.5467,-5.0302,1.8999,1.9385,1,0.1985,0.1985,0,0.0,0,1.0000,100.0000,1,0.4905,33,0,1,3,3,0,1
11,flights,dark_cookies,1,cookies,15.0000,178.5683,0.8052,179.6701,177.4365,178.5273,-0.1946,4.3737,5.8744,-10.7904,0.7431,1.8076,1,0.2000,0.2000,1,100.0,1,1.0000,100.0000,1,0.5512,33,0,1,3,3,0,1
11,flights,dark_geolocation,1,geolocation,5.5259,172.2351,1.0778,173.9698,170.1579,172.3424,2.2324,4.1827,7.1181,-6.0673,3.9315,3.2662,0,0.1810,0.1810,1,100.0,0,1.0000,100.0000,1,0.6596,33,0,1,3,3,0,1
11,flights,dark_notification,1,notification,9.9390,164.7954,0.4668,165.2010,163.5167,164.9906,1.0638,1.4295,3.0690,-3.3294,1.2699,1.2800,1,0.2012,0.2012,1,100.0,0,1.0000,98.2700,1,0.5405,33,0,1,3,3,0,1
11,flights,dark_travelProtection,1,travelProtection,4.5559,156.5223,0.3102,157.1693,156.0366,156.4779,-1.4844,2.2428,1.8583,-5.3785,-1.7197,0.4343,1,0.2195,0.2195,1,72.12,0,1.0000,100.0000,1,0.8399,33,0,1,3,3,0,1
11,flights,dark_newsletter,1,newsletter,15.0000,159.4541,0.3439,160.0208,159.0489,159.3695,0.0598,1.2945,1.9964,-3.3189,0.2713,0.5205,1,0.1333,0.1333,0,0.0,1,1.0000,100.0000,1,0.2941,33,0,1,3,3,0,1
12,flights,dark_cookies,1,cookies,11.3130,179.7945,5.4555,187.8309,169.4107,180.6361,0.6531,3.2039,4.9118,-5.8730,1.0636,1.7547,1,0.0884,0.0884,1,99.35,1,1.0000,66.2600,1,0.8346,24,0,2,4,4,1,0
12,flights,dark_geolocation,1,geolocation,4.8538,195.7351,1.5377,198.0067,192.7256,195.9354,3.6248,3.7025,8.8080,-2.1213,3.8092,3.9295,0,0.2060,0.2060,0,54.05,0,1.0000,66.2600,1,0.3449,24,0,2,4,4,1,0
12,flights,dark_notification,1,notification,2.5609,207.8461,2.0743,211.3284,204.2055,207.8875,6.2222,5.6768,11.0333,-7.5348,9.2240,6.9765,0,0.3905,0.0000,1,78.7,0,1.0000,52.3500,1,0.7658,24,0,2,4,4,1,0
12,flights,dark_travelProtection,1,travelProtection,3.4770,277.6226,0.3164,278.1191,277.0281,277.6486,2.6773,1.3919,5.7862,1.5479,1.7513,2.6763,0,0.0000,0.0000,1,30.58,0,0.5000,58.5100,1,0.8657,24,0,2,4,4,1,0
12,flights,dark_newsletter,1,newsletter,15.0000,284.0323,2.3783,287.7169,277.7159,285.0590,0.3184,5.8072,12.7752,-9.0956,-0.0047,2.4038,1,0.0667,0.0667,1,99.71,1,1.0000,98.4200,1,0.2543,24,0,2,4,4,1,0
12,hotels,fair_cookies,0,cookies,3.4309,269.8698,0.4118,270.6996,269.3077,269.8018,-1.3893,2.1189,2.0701,-4.8744,-1.5017,0.3707,0,0.0000,0.2915,0,27.41,0,1.0000,66.2600,1,0.4813,24,0,2,4,4,1,0
12,hotels,fair_geolocation,0,geolocation,2.8490,269.2570,0.0241,269.3071,269.2282,269.2518,-1.7572,2.9154,1.8498,-5.8672,-0.0529,0.4506,0,0.0000,0.0000,0,2.41,0,1.0000,66.2600,0,0.0000,24,0,2,4,4,1,0
12,hotels,fair_notification,0,notification,2.5379,282.6953,3.2640,288.4823,277.2940,282.5957,-13.9227,3.2854,-4.8495,-18.0569,-14.2606,0.0000,0,0.0000,0.0000,0,31.28,0,1.0000,52.3500,1,0.8042,24,0,2,4,4,1,0
12,hotels,fair_travelProtection,0,travelProtection,3.5820,194.5151,0.0391,194.5529,194.4159,194.5300,1.2626,0.6745,2.3238,-0.7926,1.2765,1.2888,1,0.2792,0.0000,0,21.77,0,0.5000,58.5100,1,0.8921,24,0,2,4,4,1,0
12,hotels,fair_newsletter,0,newsletter,2.5800,194.5098,0.2180,194.9400,194.1995,194.4789,-3.8600,0.6680,-2.6242,-4.7521,-3.9113,0.0000,0,0.0000,0.0000,0,17.19,0,1.0000,98.4200,1,0.8647,24,0,2,4,4,1,0
13,hotels,dark_cookies,1,cookies,15.0000,159.6101,7.4622,174.6800,151.7889,157.3681,-0.2961,2.9149,7.1780,-4.1961,-1.2051,1.0258,1,0.1333,0.0667,1,76.7,1,1.0000,81.1600,1,0.5751,29,1,3,4,3,1,1
13,hotels,dark_geolocation,1,geolocation,15.0000,179.2674,5.0858,187.1099,171.5023,178.9746,-0.3203,1.9201,7.5729,-2.7958,-0.7287,0.5891,1,0.0667,0.0667,0,31.28,1,1.0000,81.1600,1,0.5015,29,1,3,4,3,1,1
13,hotels,dark_notification,1,notification,15.0000,201.9750,2.4480,204.0632,195.8797,203.2587,0.1170,3.8771,7.5251,-11.1846,0.0925,1.4659,1,0.1333,0.1333,0,41.26,1,1.0000,72.3000,1,0.3658,29,1,3,4,3,1,1
13,hotels,dark_travelProtection,1,travelProtection,15.0000,173.1670,2.9681,182.0127,171.0702,171.5679,-1.7906,3.4694,2.1013,-8.5756,-0.2043,0.5363,0,0.0000,0.0667,1,64.73,0,1.0000,77.1700,1,0.6628,29,1,3,4,3,1,1
13,hotels,dark_newsletter,1,newsletter,11.8520,166.0502,3.9310,176.7568,162.2803,164.6950,-2.6933,4.1870,9.1077,-8.7036,-3.2892,0.8275,1,0.0844,0.1687,0,34.1,1,1.0000,87.8500,1,0.3660,29,1,3,4,3,1,1
13,flights,fair_cookies,0,cookies,1.8019,185.5759,0.9838,187.3799,184.0085,185.5165,-3.5890,4.0590,2.4523,-10.3047,-2.9970,0.3259,0,0.0000,0.0000,0,33.63,0,1.0000,81.1600,1,0.8485,29,1,3,4,3,1,1
13,flights,fair_geolocation,0,geolocation,6.1687,193.9027,0.8002,194.8639,192.2318,194.0717,6.7584,12.2271,22.4761,-11.1217,9.7675,9.6848,1,0.1621,0.1621,0,38.56,0,1.0000,81.1600,1,0.0829,29,1,3,4,3,1,1
13,flights,fair_notification,0,notification,15.0000,267.0999,3.0999,271.3719,262.9710,267.2900,-0.2624,5.3483,12.1503,-7.2320,-1.2021,2.1085,1,0.1333,0.1333,1,71.77,0,1.0000,72.3000,1,0.0952,29,1,3,4,3,1,1
13,flights,fair_travelProtection,0,travelProtection,15.0000,227.5923,3.5430,231.1137,217.4478,228.5926,0.3329,5.8690,12.5111,-11.2285,0.1028,2.2777,1,0.0667,0.1333,0,31.63,0,1.0000,77.1700,1,0.7188,29,1,3,4,3,1,1
13,flights,fair_newsletter,0,newsletter,15.0000,221.6762,3.7046,226.0361,216.6660,222.3463,-1.0721,9.3412,13.6377,-21.5503,-4.8542,3.6812,1,0.1333,0.1333,1,61.44,0,1.0000,87.8500,1,0.5089,29,1,3,4,3,1,1
14,flights,fair_cookies,0,cookies,1.4968,283.4449,0.7468,284.7701,282.1837,283.4289,3.8856,8.1728,19.0144,-5.2187,1.2564,5.5534,0,0.0000,0.0000,0,36.68,0,1.0000,100.0000,1,0.7653,27,1,3,4,4,0,0
14,flights,fair_geolocation,0,geolocation,3.1939,279.6458,0.9818,281.6276,278.3155,279.4767,-7.1485,11.0840,22.2781,-16.3978,-10.9550,2.6349,0,0.0000,0.3131,0,0.0,0,1.0000,100.0000,1,0.0613,27,1,3,4,4,0,0
14,flights,fair_notification,0,notification,8.7040,298.8552,1.3637,300.7741,295.1625,299.4356,5.1659,10.1750,23.9488,-21.1873,3.1487,6.8958,1,0.2298,0.1149,0,27.99,0,1.0000,83.0100,1,0.3755,27,1,3,4,4,0,0
14,flights,fair_travelProtection,0,travelProtection,8.9620,340.7415,5.5062,346.9956,330.4392,342.0886,0.3992,18.1073,33.7442,-28.1198,0.2178,7.4508,1,0.1116,0.2232,0,64.61,1,1.0000,100.0000,1,0.8524,27,1,3,4,4,0,0
14,flights,fair_newsletter,0,newsletter,15.0000,348.6446,4.2537,360.4482,343.6588,346.7675,-1.5757,18.4659,35.6271,-35.6880,-1.3478,6.7105,1,0.2000,0.2667,0,39.14,1,1.0000,100.0000,1,0.6608,27,1,3,4,4,0,0
14,hotels,dark_cookies,1,cookies,15.0000,331.4730,3.5198,335.8854,325.5046,331.9737,1.7202,10.9555,31.2674,-18.3377,0.4252,4.4753,1,0.1333,0.0667,1,100.0,1,1.0000,100.0000,1,0.9105,27,1,3,4,4,0,0
14,hotels,dark_geolocation,1,geolocation,3.7779,333.1406,1.7410,336.0657,330.1003,333.1837,11.2090,9.5983,22.3795,-4.1602,15.1373,11.8779,1,0.2647,0.0000,1,66.26,0,1.0000,100.0000,1,0.7976,27,1,3,4,4,0,0
14,hotels,dark_notification,1,notification,5.4359,347.5606,2.7058,351.4684,342.3848,347.8582,-2.8168,3.0846,3.8441,-7.9898,-2.9130,0.3019,0,0.0000,0.0000,0,36.8,0,1.0000,83.0100,1,0.8006,27,1,3,4,4,0,0
14,hotels,dark_travelProtection,1,travelProtection,11.3730,371.2767,5.1965,379.2765,363.5646,371.2045,-0.5911,3.3199,6.6130,-8.7341,0.2569,0.9088,1,0.0879,0.1759,0,67.08,1,1.0000,100.0000,1,0.7938,27,1,3,4,4,0,0
14,hotels,dark_newsletter,1,newsletter,15.0000,394.2295,19.3829,426.0464,371.1325,390.8515,-1.6163,18.4820,28.6753,-37.1248,-0.3492,6.6357,1,0.1333,0.0667,1,100.0,1,1.0000,100.0000,1,0.5053,27,1,3,4,4,0,0
15,hotels,fair_cookies,0,cookies,8.2960,141.1993,0.1628,141.4617,141.0114,141.1596,0.0005,1.1646,1.4968,-2.1122,0.3826,0.5242,0,0.0000,0.0000,0,15.08,0,1.0000,100.0000,1,0.8809,25,1,2,3,4,0,1
15,hotels,fair_geolocation,0,geolocation,6.8678,139.3379,1.3050,141.2075,137.0169,139.4749,0.4523,3.4158,3.1008,-5.9658,2.2571,1.7836,0,0.0000,0.0000,0,0.0,0,1.0000,100.0000,1,0.0170,25,1,2,3,4,0,1
15,hotels,fair_notification,0,notification,15.0000,129.0342,1.3506,130.5103,126.5960,129.3463,0.1345,1.1447,2.9018,-2.1883,-0.3106,0.5032,0,0.0000,0.0667,0,8.63,0,0.5000,100.0000,1,0.1894,25,1,2,3,4,0,1
15,hotels,fair_travelProtection,0,travelProtection,8.9140,165.0896,1.6454,169.0099,163.5517,164.3453,-1.1030,2.8660,3.2157,-5.8344,-0.6651,0.7182,1,0.1122,0.1122,0,0.0,0,1.0000,93.4000,1,0.9233,25,1,2,3,4,0,1
15,hotels,fair_newsletter,0,newsletter,14.8780,170.0540,1.2150,173.3663,169.0597,169.4153,-0.2267,1.2798,1.7165,-2.4061,-0.0851,0.4475,0,0.0000,0.0000,0,20.13,0,1.0000,100.0000,1,0.8402,25,1,2,3,4,0,1
15,flights,dark_cookies,1,cookies,15.0000,232.2623,11.9620,248.2155,211.3912,233.8908,-0.1343,4.5857,8.5589,-7.6579,-0.2921,1.9410,1,0.0667,0.0667,1,100.0,1,1.0000,100.0000,1,0.6814,25,1,2,3,4,0,1
15,flights,dark_geolocation,1,geolocation,3.8589,236.5776,2.0950,240.2188,233.1200,236.5390,7.7453,3.2740,15.4869,4.7560,6.1917,7.7433,1,0.2591,0.0000,1,83.63,0,1.0000,100.0000,1,0.7605,25,1,2,3,4,0,1
15,flights,dark_notification,1,notification,8.8719,236.1232,1.5965,239.3110,234.5036,235.3937,-2.2680,6.4523,16.2851,-8.1487,-3.8661,1.8490,1,0.1127,0.0000,1,100.0,0,0.5000,100.0000,1,0.8635,25,1,2,3,4,0,1
15,flights,dark_travelProtection,1,travelProtection,10.9920,255.9580,2.7022,258.3644,247.9870,256.9534,1.4288,3.4762,8.9577,-3.3488,0.4134,2.1758,1,0.0910,0.0910,1,100.0,0,1.0000,93.4000,1,0.7656,25,1,2,3,4,0,1
15,flights,dark_newsletter,1,newsletter,15.0000,237.7619,7.5293,249.5534,227.5729,237.9307,-1.5322,12.9964,11.6729,-34.2588,1.9222,3.3082,1,0.0667,0.0667,1,100.0,1,1.0000,100.0000,1,0.6407,25,1,2,3,4,0,1
16,flights,dark_cookies,1,cookies,2.7949,327.5333,1.6572,330.6818,324.9954,327.3777,-8.1885,1.3039,-4.7524,-9.8631,-8.4408,0.0000,0,0.0000,0.0000,1,47.24,1,0.5000,74.1200,1,0.5644,32,1,3,4,4,1,0
16,flights,dark_geolocation,1,geolocation,5.1049,342.5901,2.7918,346.9254,337.1050,342.9019,6.6759,7.2623,17.5688,-2.7151,6.6099,7.2484,0,0.1959,0.1959,1,72.83,1,0.5000,74.1200,1,0.8562,32,1,3,4,4,1,0
16,flights,dark_notification,1,notification,3.2969,359.8744,0.3605,360.4210,359.2572,359.8937,3.0650,0.4520,4.1942,2.3419,3.1561,3.0640,0,0.0000,0.0000,0,55.69,0,1.0000,72.0650,1,0.8113,32,1,3,4,4,1,0
16,flights,dark_travelProtection,1,travelProtection,2.1679,594.4118,2.5836,599.2524,590.3342,594.2197,-9.1264,3.8716,-3.3638,-13.7585,-9.5225,0.0000,0,0.0000,0.0000,1,75.06,0,1.0000,70.7750,1,0.7182,32,1,3,4,4,1,0
16,flights,dark_newsletter,1,newsletter,9.9490,692.9834,36.1206,756.6748,637.5577,690.0341,-6.9208,19.0950,40.3210,-36.2633,-10.9481,5.0401,1,0.1005,0.0000,1,63.56,1,0.0000,78.2300,1,0.8619,32,1,3,4,4,1,0
16,hotels,fair_cookies,0,cookies,1.8489,749.7134,7.9926,763.4821,735.8973,749.7252,-4.0874,3.9407,1.7407,-13.3363,-2.8956,0.0678,0,0.0000,0.0000,1,68.37,0,0.5000,74.1200,1,0.7994,32,1,3,4,4,1,0
16,hotels,fair_geolocation,0,geolocation,3.2350,784.7242,11.3824,802.4833,763.5259,785.5993,31.8556,37.9181,100.2058,-9.8682,3.8223,32.6840,1,0.3091,0.3091,1,66.26,0,0.5000,74.1200,0,0.0000,32,1,3,4,4,1,0
16,hotels,fair_notification,0,notification,0.6111,882.4418,0.7119,883.6412,881.1813,882.4572,12.8267,2.1352,17.1861,9.2813,12.6484,12.8230,0,0.0000,0.0000,1,69.54,0,1.0000,72.0650,1,0.0588,32,1,3,4,4,1,0
16,hotels,fair_travelProtection,0,travelProtection,1.7080,1002.1052,0.7793,1003.3593,1000.6856,1002.1474,17.6366,0.7233,18.8860,16.4267,17.6142,17.6262,0,0.0000,0.0000,1,65.67,0,1.0000,70.7750,1,0.5509,32,1,3,4,4,1,0
16,hotels,fair_newsletter,0,newsletter,7.8680,1000.1444,2.7546,1005.2057,996.1145,999.9968,0.2667,20.7887,23.6388,-50.8999,6.0456,8.8226,1,0.3813,0.3813,0,31.28,0,0.0000,78.2300,1,0.7771,32,1,3,4,4,1,0
17,hotels,dark_cookies,1,cookies,5.1449,194.2484,0.8914,195.8213,192.6757,194.2560,0.1087,2.5123,4.3708,-4.2209,-0.0757,1.1229,0,0.0000,0.0000,1,82.45,1,1.0000,67.7800,1,0.7231,26,1,3,4,4,1,1
17,hotels,dark_geolocation,1,geolocation,7.8710,200.4019,1.8598,203.5871,197.1450,200.4472,1.2268,2.3396,5.4022,-4.1045,1.1269,1.6474,1,0.1270,0.1270,1,56.16,1,1.0000,67.7800,1,0.6101,26,1,3,4,4,1,1
17,hotels,dark_notification,1,notification,10.2220,216.9801,5.7446,227.3722,208.2277,216.3653,0.2258,4.7896,7.3039,-7.4463,0.4111,2.2809,1,0.1957,0.0978,1,100.0,0,1.0000,78.6350,1,0.4720,26,1,3,4,4,1,1
17,hotels,dark_travelProtection,1,travelProtection,7.9110,245.8992,2.4166,249.3507,240.8456,246.2889,1.2101,3.9250,7.2228,-3.6201,-0.6262,2.3771,0,0.1264,0.0000,1,77.99,0,1.0000,73.0600,1,0.8106,26,1,3,4,4,1,1
17,hotels,dark_newsletter,1,newsletter,15.0000,256.9333,1.4368,259.2566,254.2845,256.7223,-0.3261,10.1408,21.6055,-13.4279,-2.4616,4.1024,1,0.1333,0.1333,1,84.68,1,1.0000,75.4100,1,0.4158,26,1,3,4,4,1,1
17,flights,fair_cookies,0,cookies,5.5330,259.2335,3.2170,264.8981,254.1636,259.0569,-2.8197,4.9498,9.3134,-9.2510,-4.2914,1.1871,0,0.0000,0.0000,0,11.09,0,1.0000,67.7800,1,0.7580,26,1,3,4,4,1,1
17,flights,fair_geolocation,0,geolocation,1.6993,268.8748,0.0273,268.9011,268.7921,268.8836,4.1482,0.9386,5.0173,2.5104,4.6212,4.1478,0,0.0000,0.0000,0,1.7,1,1.0000,67.7800,1,0.2680,26,1,3,4,4,1,1
17,flights,fair_notification,0,notification,9.3560,281.1990,0.6922,282.1019,279.8650,281.2483,-1.4418,3.0835,5.9112,-5.8822,-1.3327,0.6628,1,0.1069,0.1069,0,9.33,0,1.0000,78.6350,1,0.4408,26,1,3,4,4,1,1
17,flights,fair_travelProtection,0,travelProtection,4.3810,265.7690,0.9509,267.1505,263.9331,265.8867,1.5015,1.1359,3.7959,0.0951,1.0964,1.5011,0,0.0000,0.0000,0,1.35,0,1.0000,73.0600,1,0.6439,26,1,3,4,4,1,1
17,flights,fair_newsletter,0,newsletter,5.3120,265.7098,0.8832,267.0755,264.1438,265.7662,1.2524,1.1802,3.4785,-1.4436,1.0937,1.3208,0,0.0000,0.1883,0,16.14,0,1.0000,75.4100,1,0.6337,26,1,3,4,4,1,1
18,flights,fair_cookies,0,cookies,3.6329,235.2783,0.1674,235.4694,234.8956,235.3218,7.6445,4.9756,14.5357,-0.1108,7.3154,7.6436,0,0.2753,0.2753,1,33.63,1,1.0000,59.4500,1,0.2535,26,1,3,4,4,0,0
18,flights,fair_geolocation,0,geolocation,15.0000,235.0396,1.8481,240.7299,233.4467,234.3016,-2.2275,5.4283,10.2922,-7.4940,-4.3357,1.5653,1,0.1333,0.1333,1,57.81,0,1.0000,59.4500,0,0.0000,26,1,3,4,4,0,0
18,flights,fair_notification,0,notification,15.0000,253.7896,2.2485,258.7867,251.4996,252.7697,-0.0991,3.1972,8.9291,-6.1577,-0.0997,1.0578,1,0.1333,0.0667,1,32.22,0,1.0000,33.6300,1,0.2279,26,1,3,4,4,0,0
18,flights,fair_travelProtection,0,travelProtection,6.2090,284.8315,2.0084,288.5794,281.7651,284.6615,-0.0764,0.4803,0.9820,-0.9481,0.1895,0.1650,0,0.0000,0.0000,1,60.04,0,1.0000,47.9450,1,0.4578,26,1,3,4,4,0,0
18,flights,fair_newsletter,0,newsletter,15.0000,285.0028,2.0979,288.4339,281.7454,285.2513,-0.6117,3.6420,7.7335,-6.9480,-0.2117,1.1695,1,0.1333,0.1333,1,100.0,1,1.0000,67.4300,1,0.2094,26,1,3,4,4,0,0
18,hotels,dark_cookies,1,cookies,3.3570,268.5633,0.8659,270.2359,267.3170,268.4524,-5.1347,2.4185,2.7671,-7.6085,-5.8802,0.1029,0,0.0000,0.0000,1,37.15,1,1.0000,59.4500,1,0.2481,26,1,3,4,4,0,0
18,hotels,dark_geolocation,1,geolocation,6.2279,273.7697,0.6882,275.0724,272.2429,273.8381,1.1036,6.3345,9.3461,-9.9060,0.9639,3.4299,1,0.1606,0.1606,1,81.16,0,1.0000,59.4500,1,0.1978,26,1,3,4,4,0,0
18,hotels,dark_notification,1,notification,6.5330,276.6947,0.3949,277.9306,276.3615,276.5450,-0.8311,2.0936,2.8604,-7.6882,-1.0516,0.5004,1,0.1531,0.1531,1,71.07,0,1.0000,33.6300,0,0.0000,26,1,3,4,4,0,0
18,hotels,dark_travelProtection,1,travelProtection,5.9900,318.0916,1.9942,321.2304,314.1991,318.2923,2.4360,4.7371,11.6213,-2.7017,-0.2003,3.1239,1,0.1669,0.3339,1,70.83,0,1.0000,47.9450,1,0.7738,26,1,3,4,4,0,0
18,hotels,dark_newsletter,1,newsletter,15.0000,307.2028,1.3163,309.0886,304.1440,307.0765,0.3583,4.3588,8.2622,-5.7280,-0.8690,2.0735,1,0.2000,0.2000,1,100.0,1,1.0000,67.4300,1,0.3915,26,1,3,4,4,0,0
19,hotels,fair_cookies,0,cookies,7.8059,400.8053,5.4611,409.4212,390.8137,401.2075,0.6065,5.1586,7.8733,-10.0041,2.1314,2.5272,0,0.0000,0.0000,0,20.83,0,1.0000,91.9300,1,0.4402,28,1,2,4,4,0,1
19,hotels,fair_geolocation,0,geolocation,9.2674,453.2790,3.5329,462.2580,445.5595,453.6122,-0.3516,32.1765,25.8849,-77.1145,16.1499,12.0289,1,0.1079,0.1079,1,19.42,0,1.0000,91.9300,1,0.0076,28,1,2,4,4,0,1
19,hotels,fair_notification,0,notification,5.6050,548.0306,14.1541,570.9875,522.2245,548.7534,0.9979,8.2105,15.2343,-18.5279,3.0816,3.8524,0,0.0000,0.1784,0,100.0,0,1.0000,54.8700,1,0.5099,28,1,2,4,4,0,1
19,hotels,fair_travelProtection,0,travelProtection,2.8000,544.0628,2.5015,548.0722,539.3649,544.2326,-15.4744,22.3052,20.8838,-40.0503,-19.7798,4.2371,1,0.3571,0.3571,0,12.73,0,1.0000,91.9300,1,0.8050,28,1,2,4,4,0,1
19,hotels,fair_newsletter,0,newsletter,2.7400,556.6074,1.9437,560.2216,553.6246,556.4492,2.7709,20.1565,29.5924,-29.4086,-7.9374,10.7234,1,0.3650,0.0000,0,24.24,0,1.0000,100.0000,1,0.8792,28,1,2,4,4,0,1
19,flights,dark_cookies,1,cookies,9.7410,644.6939,15.9211,660.6105,600.7777,649.8119,22.4016,27.6916,69.7419,-103.7225,23.2642,25.7297,1,0.4106,0.4106,1,100.0,1,1.0000,91.9300,1,0.7520,28,1,2,4,4,0,1
19,flights,dark_geolocation,1,geolocation,1.9657,548.4273,11.3347,567.9829,528.8360,548.4413,58.1296,33.0366,114.7928,11.4092,50.0617,58.1208,1,0.5087,0.5087,0,19.78,0,1.0000,91.9300,1,0.5501,28,1,2,4,4,0,1
19,flights,dark_notification,1,notification,1.9898,441.1678,0.9759,442.8663,439.4748,441.1669,7.2395,5.4029,15.7653,-1.0145,5.5216,7.2722,0,0.0000,0.0000,1,100.0,0,1.0000,54.8700,1,0.7233,28,1,2,4,4,0,1
19,flights,dark_travelProtection,1,travelProtection,2.5070,528.6324,1.5322,530.2970,525.1264,529.0943,11.0065,17.6433,39.0450,-22.1511,10.6895,13.9826,0,0.3989,0.3989,1,100.0,0,1.0000,91.9300,1,0.8740,28,1,2,4,4,0,1
19,flights,dark_newsletter,1,newsletter,11.5550,482.1416,11.8547,509.2435,468.9929,478.9256,-9.2740,23.4746,36.4482,-46.3172,-18.6119,6.6531,1,0.0865,0.0865,1,100.0,1,1.0000,100.0000,1,0.4928,28,1,2,4,4,0,1
20,flights,dark_cookies,1,cookies,3.7839,361.4512,3.1341,366.0904,355.3095,361.8368,4.9112,8.6598,16.5431,-12.1818,5.5726,6.8161,1,0.2643,0.2643,1,58.16,1,1.0000,85.6800,1,0.8687,26,1,2,4,4,1,0
20,flights,dark_geolocation,1,geolocation,5.5829,359.8532,2.9644,365.1452,355.1287,359.6944,-3.8850,3.0686,0.1510,-7.7936,-3.0284,0.0088,0,0.0000,0.0000,0,43.13,1,1.0000,85.6800,1,0.6822,26,1,2,4,4,1,0
20,flights,dark_notification,1,notification,4.2229,352.9150,0.3847,353.3682,352.0993,353.0087,0.9470,1.8741,3.4484,-2.6707,1.4102,1.4184,0,0.0000,0.0000,0,61.21,0,0.5000,91.5800,1,0.6334,26,1,2,4,4,1,0
20,flights,dark_travelProtection,1,travelProtection,5.0796,263.2465,0.5684,264.3972,262.4675,263.1425,-2.1091,2.0632,3.2786,-4.5358,-2.4740,0.3009,0,0.0000,0.0000,0,38.91,0,1.0000,91.5800,1,0.4692,26,1,2,4,4,1,0
20,flights,dark_newsletter,1,newsletter,15.0000,265.5694,1.7155,267.6433,262.1084,265.9061,1.6266,4.2601,11.4264,-9.1411,1.5467,2.5453,1,0.0667,0.0667,1,93.6,1,1.0000,88.2000,1,0.4225,26,1,2,4,4,1,0
20,hotels,fair_cookies,0,cookies,1.5868,361.4964,0.2118,361.8275,361.1037,361.5118,-0.8175,0.3801,-0.2956,-1.3308,-0.8513,0.0000,0,0.0000,0.0000,0,18.37,0,1.0000,85.6800,1,0.7799,26,1,2,4,4,1,0
20,hotels,fair_geolocation,0,geolocation,2.4440,360.4379,0.3720,361.1015,359.8321,360.4226,-4.5021,1.7354,-0.3899,-6.3153,-4.8959,0.0000,0,0.0000,0.0000,0,35.27,0,1.0000,85.6800,0,0.0000,26,1,2,4,4,1,0
20,hotels,fair_notification,0,notification,15.0000,306.4924,6.3009,315.1405,294.0022,307.6125,0.5913,1.6921,4.0814,-4.0855,0.2783,0.8879,1,0.0667,0.0000,0,42.31,0,0.5000,91.5800,1,0.1083,26,1,2,4,4,1,0
20,hotels,fair_travelProtection,0,travelProtection,3.3517,260.7394,0.6160,261.5901,259.5190,260.8317,-0.1596,0.6137,1.6493,-1.1260,-0.2132,0.1722,0,0.0000,0.0000,0,11.68,0,1.0000,91.5800,1,0.3786,26,1,2,4,4,1,0
20,hotels,fair_newsletter,0,newsletter,6.4220,251.7185,1.0812,253.8454,250.1068,251.5839,-0.2119,0.9172,1.4958,-1.1749,-0.5881,0.3289,0,0.0000,0.0000,0,5.22,0,1.0000,88.2000,1,0.8493,26,1,2,4,4,1,0
